accountid,device_feat_1,device_feat_2
fdfb99ea-745e-4f7a-8cf6-572fb42e0acc,browser_22,device_3411
356681f5-a36c-4d7e-a2fe-f8dff2c21a68,browser_10,device_5453
0ec26d42-174b-4fb6-b1c3-69235432b5a0,browser_22,device_2586
c8f399f9-95c5-4548-b7c4-3fa20dfebe46,browser_16,device_5779
a891361b-5953-4ce6-8b30-c039d0da8fc0,browser_16,device_4444
2683b014-05f5-4372-90fa-d9d6ca75c1c1,browser_15,device_4180
da38fcb2-d0cb-414f-b7a5-25738425949a,browser_15,device_3706
523bc942-9b10-4f4b-9c0a-21366a4f36b8,browser_16,device_5838
03388fce-2259-4ba0-9766-340d95e35ca1,browser_22,device_5267
04328ca5-0e46-4893-a36c-c8cc4a4da76a,browser_23,device_1023
4a1621b2-3c82-4706-afdf-aca2e299db88,browser_16,device_4321
cdfb49f8-e066-4b5a-8eee-8a0dbcb2238c,browser_16,device_5582
e209de0f-8fca-4193-836a-c3779a3d0cff,browser_15,device_4564
357acd06-6d65-43e5-a91f-2ec0389c4200,browser_22,device_1181
9908f8cf-b58d-4a4e-8f55-01683ee69750,browser_23,device_638
fba576bd-3f81-4e6a-ad1f-b21b48cc93ca,browser_16,device_4774
87f12946-fdb7-4282-98e3-fcbc9e2ed62c,browser_23,device_4441
ee6313a0-264c-4fff-89ca-8b4ed5fc49a4,browser_16,device_5787
a960fdc3-4ccf-49d4-9ad1-94e11d3bf238,browser_16,device_2261
d8e2359a-6ce3-4701-8a00-d1678454cb99,browser_16,device_4874
999b065c-58ac-4199-b8fb-f7ac98228743,browser_16,device_1150
4993e2a5-d1f5-42f2-81ee-5e86ea1375e8,browser_15,device_1631
932ab49c-7121-4ed9-b895-14df4e588dcd,browser_16,device_4564
ae9ed4b7-b27c-4a4b-9e6c-3646f28e0874,browser_11,device_3436
2f983728-7691-41fd-93c4-725d76272adf,browser_23,device_4564
d82c0b8b-32ff-4a57-bee0-150ae33e5e8a,browser_16,device_4725
8b5bb711-ab2d-4619-8b99-efeb9fdc19a4,browser_16,device_4564
91d1d7ec-8055-4e81-bd96-86208cd5505b,browser_23,device_4564
298468fa-8b06-434e-98bc-18b7bb902fe4,browser_16,device_4321
c7ffbd7f-3bc3-4bd7-9612-167760d7d21d,browser_16,device_5838
782631ba-1b9c-457f-b0be-d6e6c19bdacf,browser_16,device_4564
15669102-905e-43d2-ae8d-cad50b5a9279,browser_16,device_4321
5d75bd9a-5201-438c-8ba9-7610219e1c42,browser_16,device_4564
f62fd523-80cf-46ac-9bb1-2cbfcc35f715,browser_16,device_3439
3fac52e6-9879-482e-949e-2969d28a4f42,browser_16,device_536
6901f1fa-b741-4fb2-9f55-0b93e2873f8a,browser_16,device_1182
d27c0620-07eb-4a3c-a36e-ca203f824241,browser_8,device_5635
8b6b95d3-e1a9-464f-ab52-40d0f528740b,browser_16,device_4564
71580a57-5340-4fb5-ae72-d0a2fc1b352f,browser_16,device_3857
555208a8-8d9a-4da8-b5da-ff6bad30f0c4,browser_15,device_5166
41592370-3adf-4012-acc5-6e9c5c36a4fb,browser_16,device_1327
c4c1537a-c5ff-4bba-b5f2-9122aeaa3ed4,browser_11,device_3436
a45d31df-9847-4def-8b55-f8dd32b669c7,browser_22,device_1101
42b33adc-8016-4d75-ae0e-331d86d5addc,browser_16,device_5426
e5574be1-3534-46b8-9121-b4da21afc61e,browser_11,device_5428
6edf9bb8-1ce6-430b-99b6-e837a37e8157,browser_16,device_4189
35e866e1-5af9-4357-992a-00eca502b0d0,browser_16,device_5231
0c90e29b-6cb3-46df-9bb6-11af7b754c40,browser_11,device_5428
9be673c5-bab6-4fbf-a2b5-17c714da735b,browser_22,device_294
9cf62141-8037-4579-8208-fe66a3cb0ae3,browser_23,device_447
c0cb0ca3-a8c9-4411-846b-54918f0a624d,browser_16,device_589
2be3f1fd-13a9-4465-a48c-d6b1c42f68d9,browser_16,device_499
840165f3-327a-49ed-b44a-5064f7952cf1,browser_11,device_3436
874d2093-fd31-4599-a8a6-629fcaf0da61,browser_16,device_3213
9efdc7a3-3198-4f07-9879-50adf91f47c4,browser_22,device_4467
8d4d225c-f524-4671-984b-c3dc0cafc4df,browser_11,device_5428
68b49427-0c93-4f28-b19f-1aca1436acaf,browser_15,device_229
676b63a1-6756-4ddc-b3b1-61dc61f74b9d,browser_16,device_3655
ac3695d2-4cd4-433f-802b-61004a446196,browser_11,device_5428
1e148d8a-d832-4e31-b830-c908a6fd2a86,browser_16,device_883
2dfa035e-8e91-4c9a-ac6a-2b13f192bb27,browser_16,device_4923
d83d94ca-7fac-489d-adbb-413185db6786,browser_16,device_2937
7f0b31d7-b970-4d46-b802-6cce0082db41,browser_16,device_4923
0ebeefc8-694c-45b1-89e4-7ad2f0748f48,browser_16,device_4380
667295e6-b439-459e-9ae6-c1f3cbf6bf36,browser_22,device_790
fed75473-1c31-4aae-ac14-5afce2e4e1fb,browser_16,device_2316
01bf9ac7-a805-4a6e-963b-92bdfa1beb42,browser_16,device_5426
9c063df4-eada-4f8d-b93d-7972ed56e724,browser_16,device_4874
264d0e95-772f-478b-a1a3-f12b1345ecd4,browser_1,device_5617
a0a7e8c3-3235-4704-b2cd-3e51be9a85e8,browser_16,device_358
c688b3de-46c1-4912-ac02-a8036c95e999,browser_16,device_38
f2c58e0f-3852-4f9f-9244-fc7f98604010,browser_15,device_4564
6ee6d142-0915-4ead-9982-26cf535a4e11,browser_16,device_4679
c550df86-b3f3-4513-9081-f9bbd143a990,browser_23,device_3062
a2f8d03b-04cc-4eaa-ba72-4b8c473099da,browser_16,device_3809
2573702a-8066-459c-998e-f6111293988c,browser_16,device_358
0d7020a1-5793-42a8-9959-035716bed040,browser_22,device_2590
056ef34a-167c-4273-8674-3fbefae6ed4e,browser_15,device_5166
bd95e92b-c998-4c23-b45a-3066bc9edd5c,browser_16,device_4135
e44bae3a-ac99-4717-b59b-a0fcac9a17b4,browser_16,device_4586
afe8a6f0-1808-4f85-b46c-46536c98a4ad,browser_16,device_4564
cb8de2ac-5832-41f6-bafb-3b5a93560174,browser_11,device_5428
6a4fa511-4a7a-4cff-8803-1589e1064077,browser_15,device_410
78300d6b-0589-4333-8c25-9d4071f0be65,browser_22,device_459
281ce7bd-b859-4ff6-88a9-f2f45a9490d7,browser_23,device_4564
5f658ca5-77ec-40f7-abbd-e3d7851b2baa,browser_11,device_5428
97dcd9f4-ab41-410b-99a7-b2e252857404,browser_16,device_5695
19f0a8b4-cb64-4338-948e-3be71d9dd8d5,browser_23,device_5169
34ef58c4-6ece-4fa1-9518-9c89ddbbda8c,browser_16,device_5697
d85a89cf-0418-4287-b234-5c2ed449e71c,browser_16,device_4564
7dcc2cf1-5fd1-432a-8311-87abf63e6bce,browser_16,device_5567
90cba04c-679e-4880-ba32-525aef0087f9,browser_16,device_2378
6f46f15e-8aa6-4bd9-9e2c-72dc8692d0dc,browser_16,device_1707
b9961abb-321f-4e71-ac9f-95dcff2807c6,browser_16,device_4564
5d7370a8-c4e9-488c-9461-24ed3461b619,browser_16,device_4564
d35f0d7a-6f8d-4b51-add4-8b83e87ad8d2,browser_22,device_1777
27c759df-56e3-47b6-be8e-1352a7952829,browser_16,device_5437
4d8fdec5-c23a-4f8f-9279-f72b7ffab5dd,browser_16,device_5431
867a8c66-f1aa-4f42-bb82-b86b56d2156e,browser_16,device_3276
49466628-2572-4021-b0fb-2196d8c6bd74,browser_16,device_1895
2742a51f-389b-430f-8af4-829e5dcd29df,browser_16,device_4564
9b5d06a7-7d12-40ea-ad95-c206bd55edba,browser_16,device_3655
892da507-8e48-4db2-99e7-d02799a2f985,browser_23,device_4564
917c12c5-c585-4987-9781-7c55852be1b2,browser_17,device_3063
aae43c08-2e0d-4c13-b50b-84e50225f007,browser_16,device_1559
2762e805-309d-4d9b-8492-ddf2c3ea4e17,browser_11,device_5428
71deb091-5d3e-4c49-bad1-0cc25419f12d,browser_16,device_460
7d0428ba-2a65-41ea-8167-ead2e8fc1347,browser_23,device_4729
cb7616fc-1ff0-46dd-9924-52961118712f,browser_15,device_3940
881900bf-a88c-413d-8507-be8027145e38,browser_16,device_280
dbcbf593-2ea8-441a-8271-0165c0ff3137,browser_10,device_5168
2111b339-63d1-4183-9614-1bacc8e0b495,browser_23,device_957
1c47a1bf-a678-4130-98f6-abe9c60f3198,browser_11,device_5428
faf76fd8-edbf-421a-a1ef-c1e0fe518a30,browser_11,device_3436
e229453a-8522-442d-a842-5c8d400a37c8,browser_11,device_5428
5940a086-d45b-44da-8553-a18e9f100954,browser_16,device_5697
a8babe71-623c-432f-826a-d85337eb01aa,browser_16,device_3968
4cbeb08c-af4b-4ca7-94db-034e9a5a6ebc,browser_11,device_5428
1df4a468-1cda-4e4c-8c89-4bf6285ba8d7,browser_16,device_3732
86c86e94-a7c8-4c06-8a56-efa357ba271d,browser_23,device_783
bcf094c9-8f7e-4ef9-81d0-15894f4294e6,browser_16,device_2835
dc05f577-296b-46c9-82ba-500f5fcd3d20,browser_11,device_3436
4c8ee67b-1669-40c1-8b89-7b76cd92477a,browser_16,device_2979
b33be8bc-cd78-401e-a1b1-3d08ecec1475,browser_16,device_2733
1b659d47-b2bf-4ec9-afce-29aebcbf17a6,browser_16,device_4564
f4c00a94-fae2-4a6c-a379-0cf593043c80,browser_16,device_2251
f6a287fc-d082-44d7-b711-61812b36138c,browser_16,device_4387
261327f4-95bf-4687-8767-b52b82cd4a26,browser_15,device_473
4fedfa29-b162-42b6-9fe1-5b45222f12ec,browser_22,device_5267
ff1a4fc2-a726-4eeb-b170-778d54120e10,browser_15,device_1196
6932bb99-241e-4757-b7ce-e233aa1b87c4,browser_16,device_1182
9014faaa-cdad-4283-8a39-15dec0ea28ac,browser_16,device_5690
4a77cf6c-5101-4624-80cb-e2acf27b9fc8,browser_16,device_4045
29de0598-a406-43d1-9fb6-8159c12872d2,browser_16,device_5426
cc1976df-4fdc-432f-9161-946ec7a0ad3e,browser_16,device_879
92471fef-64e2-4a53-9125-4d9976ee67bb,browser_16,device_2261
63c79dd8-e46d-479c-9442-8c8e252367ac,browser_16,device_308
e5467aea-1036-46c3-a4f2-f19e435bb352,browser_16,device_5015
5e52a8dd-6370-4cde-82fe-ec2804162229,browser_11,device_5428
028f5a64-b4fd-4788-817e-80db502cba34,browser_16,device_5838
6f3fd9f7-e626-41c1-b152-77244505b9a4,browser_16,device_1327
a92bf193-b8a0-4f11-8584-9b37d734e1b9,browser_22,device_422
1cec4c3c-4d58-42be-a4bf-c74f4e073193,browser_16,device_5779
3528cf99-a997-457c-9510-2041bef5a1ba,browser_16,device_2733
05e1574a-2225-40c9-b907-d382638d0e26,browser_11,device_5428
5a095750-d936-4051-be48-93e7096fbeee,browser_16,device_3620
866f63ad-ec97-428d-a41d-a464ee8e9343,browser_16,device_3015
0778ccda-7ca6-4180-8bb8-38377be1ca09,browser_22,device_1059
b571273b-54c3-4831-b262-7056c76b753c,browser_16,device_4889
9e73de94-8f30-46a0-b701-76ba79609b26,browser_16,device_779
2079a2a4-15c5-4eda-9b43-753672e8d193,browser_16,device_5697
9e55d166-4908-43d6-a78e-8e6276705301,browser_16,device_4073
d422f149-2d94-445a-a9d0-130d5019fcae,browser_22,device_192
76901f9d-5cb4-4400-ba4c-f703c361d1d7,browser_16,device_3712
212b3b30-fce7-4838-9553-b2341a90577c,browser_16,device_4564
a25f56f2-e087-44af-bbfc-7ff0ed20e7b0,browser_22,device_2171
ac7589b7-1fd9-4fba-9b70-7c60a6d0f138,browser_16,device_5426
332b751d-8a05-4ec9-a320-64f188c47975,browser_16,device_3290
9c44d8fa-4724-475f-888e-3956317556dd,browser_11,device_3436
76fed7ce-36f0-4442-9582-fc5fddae7702,browser_11,device_5428
8429bb5a-0afc-4920-be9c-3b8fea667e15,browser_16,device_4564
01e6e599-1af8-496f-8cae-b2ff1981389a,browser_16,device_1907
f41e8bd6-41aa-440d-963e-c724237eba43,browser_12,device_2289
4551fc5d-2193-4418-b6fe-0ed5a633ffb6,browser_11,device_5428
640a3c4b-9705-4870-b629-9f2c07b271b6,browser_15,device_2791
9665e120-1881-4663-b799-2da5986a2a11,browser_23,device_3605
136f9e64-b057-4332-a0a5-ce3b9e8ba55e,browser_22,device_3619
5a7a2ed0-0414-4cfe-b101-3e62e8f108a8,browser_15,device_2359
6a73013d-a895-4298-95f6-7426d6ab58b5,browser_16,device_3276
bd336dc4-2ccb-4e29-909d-fcfdb6c128f5,browser_16,device_616
eb69ca0d-c127-42ed-a0ed-aa0142e19ef6,browser_15,device_2189
4c261371-6058-4ab8-aa36-e53e8a43d3ab,browser_11,device_5428
8e33649e-6b40-455a-a5a5-a97c70094647,browser_19,device_3626
bd11a70f-25d5-4948-9ec2-d1de677dad07,browser_16,device_5695
b555afbd-671f-4a81-aa3c-156db0343aeb,browser_11,device_5428
